"Title","Href","Author","Date","Abstract","Keywords","University Name"
"Marine Conservation Begins at Home : How a Local Community and Protection of a Small Bay Sent Waves of Change Around the UK and Beyond.","https://eprints.whiterose.ac.uk/158673/","Stewart, Bryce Donald; Howarth, Leigh Michael; Wood, Howard L.","January 2020","The Firth of Clyde, on the west coast of Scotland, was once one of the most productive fishing grounds in Europe. However, successive decades of poor management and overfishing led to a dramatic loss of biodiversity and the collapse of finfish fisheries. In response, concerned local residents on the Isle of Arran, which lies in the middle of the Clyde, formed the Community of Arran Seabed Trust (COAST) in 1995. After 13 years of campaigning, a small (2.67 km2) area in Lamlash Bay became Scotland’s first no-take zone (NTZ) in 2008, and only the second in the UK. Since protection, biodiversity has increased substantially, along with the size, age and density of commercially important species such as the king scallop, Pecten maximus, and the European lobster, Homarus gammarus. Arguably more important, however, is the influence the Lamlash Bay NTZ and COAST have had on UK marine protection in general. Most notably, detailed research has created a case study that clearly demonstrates the benefits of protection in an area where little such evidence is available. This case has been used repeatedly to support efforts for increased protection of UK waters to help rebuild marine ecosystems and enhance their resilience in an uncertain future. In Scotland specifically, lobbying by COAST led to the designation of a much larger marine protected area (MPA, >250 km2) around the south of Arran, one of 30 new MPAs in the country. Evidence from Lamlash Bay has supported development of strong protection for these MPAs, seeing off lobbyist efforts to weaken management. Arran’s conservation success has been recognized internationally and is inspiring greater involvement of local communities around the UK, and further afield, to take the destiny of their coastal waters into their own hands. Successful marine conservation begins at home.","Marine","University of York"
"What is the nature and extent of evidence on methodologies for monitoring and evaluating marine spatial management measures in UK and similar coastal waters? A systematic map protocol.","https://eprints.whiterose.ac.uk/154166/","O'Leary, Bethan Christine; Stewart, Bryce Donald; McKinley, Emma","October 2019","Background Anthropogenic degradation of marine ecosystems is widely accepted as a major social-ecological problem. The growing urgency to better manage marine ecosystems has led to the increasing application of ‘spatial management measures’ including marine protected areas, sectoral (e.g. fishery) closures, and marine spatial planning. However, the designation of varied spatial management regimes is just the first step; achievement of objectives relies upon effective implementation, monitoring, evaluation and adaptation. Despite spatial management being a core component of the marine management portfolio, to our knowledge, there is no systematic overview of the evidence on methodologies available, and employed, to monitor and evaluate their effectiveness across social, economic and ecological outcomes. Methods This systematic map will examine existing evidence describing methodologies for monitoring the effects, and evaluating the effectiveness, of marine spatial management across ecological, social and economic outcomes. Our aim is to provide a resource for decision-makers, primarily in the UK but also internationally, that supports effective marine management, and to describe the current evidence base. Identification and evaluation of relevant studies will therefore be restricted to coastal countries identified by our Stakeholder Group as being relevant to the UK, and searches will be restricted to the period 2009 to 2019 to align with the current UK policy context. Searches for relevant grey and academic literature, published in English, will be conducted in four bibliographic search engines, Google Scholar, 38 organisational websites and one specialist data repository. Eligibility screening will be conducted first at title and abstract level, and then at full text. Coding and meta-data extraction from eligible studies will include: bibliographic information, general information about the spatial management measure studied, and methodological information on the monitoring and evaluation undertaken. Consistency checking amongst reviewers will be undertaken during screening, coding and data extraction phases. The outcome of the systematic map will be a database that displays the meta-data of identified relevant studies. Findings will be presented in a descriptive report detailing the evaluation approaches and analytical methodologies employed, and data collection methods applied and/or data required by relevant studies to inform evaluations on the effectiveness of marine spatial management measures.","Marine","University of York"
"A fulfilled human life : Eliciting sense of place and cultural identity in two UK marine environments through the Community Voice Method.","https://eprints.whiterose.ac.uk/150123/","Ainsworth, Gillian B.; Kenter, Jasper O.; O'Connor, Sebastian","August 2019","Human impacts on the marine environment threaten the wellbeing of hundreds of millions of people. Marine environments are a common-pool resource (CPR) and one of their major management challenges is how to incorporate the value of ecosystem services to society in decision-making. Cultural ecosystem services (CES) relate to the often intangible benefits people receive from their interactions with the natural environment and contribute to individual and collective human wellbeing. Priority knowledge gaps include the need to better understand shared values regarding CES, and how to effectively integrate these values into decision-making. We filmed 40 Community Voice Method interviews with marine stakeholders in two areas of the UK to improve on the valuation of coastal and marine CES. Results show that cultural benefits including sense of place, aesthetic pleasure and cultural identity were bi-directional, contributed directly to a ‘fulfilled human life’ and were associated with charismatic marine life and biodiversity. Other-regarding self-transcendence values were salient underscoring a desire for sustainable marine management. We critically reflect on our analytical framework that integrates aspects of the UK National Ecosystem Assessment and IPBES conceptual frameworks. The thematic codebook developed for this study could prove useful for future comparative studies in other marine CES contexts. We propose that values-led management could increase the efficacy of marine planning strategies.","Marine","University of York"
"Understanding Iodine Chemistry Over the Northern and Equatorial Indian Ocean.","https://eprints.whiterose.ac.uk/150493/","Mahajan, Anoop S.; Tinel, Liselotte; Sarkar, Amit","February 2019","Observations of halogen oxides, ozone, meteorological parameters, and physical and biogeochemical water column measurements were made in the Indian Ocean and its marine boundary layer as a part of the Second International Indian Ocean Expedition (IIOE-2). The expedition took place on board the oceanographic research vessel Sagar Nidhi during 4–22 December 2015 from Goa, India, to Port Louis, Mauritius. Observations of mixed layer depth, averaged temperature, salinity, and nitrate concentrations were used to calculate predicted iodide concentrations in the seawater. The inorganic iodine ocean-atmosphere flux (hypoiodous acid [HOI] and molecular iodine [I2]) was computed using the predicted iodide concentrations, measured atmospheric ozone, and wind speed. Iodine oxide (IO) mixing ratios peaked at 0.47 ± 0.29 pptv (parts per trillion by volume) in the remote open ocean environment. The estimated iodide concentrations and HOI and I2 fluxes peaked at 200/500 nM, 410/680 nmol·m−2·day−1, and 20/80 nmol·m−2·day−1, respectively, depending on the parameterization used. The calculated fluxes for HOI and I2 were higher closer to the Indian subcontinent; however, atmospheric IO was only observed above the detection limit in the remote open ocean environment. We use NO2 observations to show that titration of IO by NO2 is the main reason for this result. These observations show that inorganic iodine fluxes and atmospheric IO show similar trends in the Indian Ocean marine boundary layer, but the impact of inorganic iodine emissions on iodine chemistry is buffered in elevated NOx environments, even though the estimated oceanic iodine fluxes are higher.","Marine","University of York"
"Elemental Problems, Methodical Solutions : Expertise, Ecology and Entertainment in the Study of Marine Mammals.","https://eprints.whiterose.ac.uk/147390/","Rees, Amanda","June 2019","This paper examines the development of socio-technical strategies and practices that have been developed, by both experts and laypeople, to study and to display the socio-ecology of marine mammals. The late 1950s saw the emergence of a distinctively different approach to the understanding of animal behaviour and biology – one that focused on the observation and (sometimes) manipulation of animals as they lived under natural conditions. In the first instance, it was applied to land animals, birds and insects in Europe, America and the territories that either were, or had been, under colonial control. By the early 21st century, however, many wild-living colonies of whales, dolphins and seals were being studied by researchers, and many of them – as with terrestrial animals – were not just known individually, but could be placed on a generations-deep family tree. This paper will explore how this transition was managed. It will show how it was possible for scientists to study live animal behaviour in an element inimical to human survival, and how researchers borrowed key methodological practices from other human activities in order to access their research subjects. It will show how these socio-technical developments intersected with the efforts to display marine mammals on land and above all, it will demonstrate the ways in which the agency of the animals under observation had an essential role to play in the emergence of cetology as a profession and as a form of knowledge.","Marine","University of York"
"Impediments to achieving integrated marine management across borders : The case of the EU Marine Strategy Framework Directive.","https://eprints.whiterose.ac.uk/142942/","Cavallo, Marianna; Borja, Angel; Elliott, Mike","February 2019","Several initiatives have been taken worldwide to promote international coordination and integrated approach in marine management. At the European level, ten years after the adoption of the Marine Strategy Framework Directive (MSFD), the Member State strategies still present some ecological, economic and social challenges. This review identifies the minor, intermediate and major impediments (respectively defined as ‘bottlenecks, showstoppers and train-wrecks’) to marine management, resulting from a 4-year analysis of national, regional and European reports. Most of the problems are linked to the resistance of countries to collaborate and to the inability to integrate the work already carried out under other pieces of legislation. The European countries will need to better integrate and coordinate their actions in marine management in the second cycle of the MSFD, in order to achieve its final goal of Good Environmental Status as well as the objectives of other environmental policies.","Marine","University of York"
"Lipid production through the single-step microwave hydrolysis of macroalgae using the oleaginous yeast Metschnikowia pulcherrima.","https://eprints.whiterose.ac.uk/142490/","Abeln, Felix; Fan, Jiajun; Budarin, Vitaliy L.","January 2019","Macroalgae (seaweeds) represent an emerging resource for food and the production of commodity and specialty chemicals. In this study, a single-step microwave process was used to depolymerise a range of macroalgae native to the United Kingdom, producing a growth medium suitable for microbial fermentation. The medium contained a range of mono- and polysaccharides as well as macro- and micronutrients that could be metabolised by the oleaginous yeast Metschnikowia pulcherrima. Among twelve macroalgae species, the brown seaweeds exhibited the highest fermentation potential, especially the kelp Saccharina latissima. Applying a portfolio of ten native M. pulcherrima strains, yeast growth kinetics, as well as production of lipids and 2-phenylethanol were examined, with productivity and growth rate being strain dependent. On the 2 L scale, 6.9 g L−1 yeast biomass – a yield of 0.14 g g−1 with respect to the supplied macroalgae – containing 37.2% (w/w) lipid was achieved through utilisation of the proteins, mono- and polysaccharides from S. latissima, with no additional enzymes. In addition, the yeast degraded a range of fermentation inhibitors released upon microwave processing at high temperatures and long holding times. As macroalgae can be cultured to food grade, this system offers a novel, potentially low-cost route to edible microbial oils as well as a renewable feedstock for oleochemicals.","Marine","University of York"
"The interplay between economics, legislative power and social influence examined through a social-ecological framework for marine ecosystems services.","https://eprints.whiterose.ac.uk/137199/","Martino, Simone; Tett, Paul; Kenter, Jasper","September 2018","In the last 15 years, conservation has shifted increasingly towards perspectives based on the instrumental value of nature, where what counts is what provides benefits to humans. The ecosystem services framework embraces this vision of nature through monetary valuation of the environment to correct market failures and government distortions that hinder efficient allocation of public goods, including goods and services provided by biodiversity and ecosystems. The popularity of this approach is reflected in different countries legislation; for instance, US, EU and UK have introduced economic criteria for comparing costs and benefits of environmental policies in protecting ecosystem services. From an operational perspective, the ecosystem services framework requires ecologists to estimate how the supply of services is affected by changes in the functionality and/or the extent of ecosystems; and economists to identify how changes in the supply affect the flow of direct and indirect benefits to people. However, this approach may be simplistic when faced with the complexity of social-ecological systems. We investigated this for three different marine services: assimilative capacity of waste, coastal defense and renewable energy. We find that economic valuation could provide efficient and fair allocations in the case of assimilative capacity, but leads to social clashes between outputs generated by cost benefit analysis and citizens’ expectation in the case of coastal defense. In the case of renewable energy, controversies can be generated by regulatory mechanisms that are not necessarily aligned with the interests of industry or important social groups. We conclude that there is a need to integrate perspectives arising from utilitarian allocation of resources with those involving legislation and communal values in order to reconcile conflicting interests and better sustain marine social-ecological systems.","Marine","University of York"
"Evidence gaps and biodiversity threats facing the marine environment of the United Kingdom’s Overseas Territories.","https://eprints.whiterose.ac.uk/139484/","O'Leary, Bethan Christine; Fieldhouse, Philip; McClean, Colin John","November 2018","Understanding the evidence base and identifying threats to the marine environment is critical to ensure cost-effective management and to identify priorities for future research. The United Kingdom (UK) government is responsible for approximately 2% of the world’s oceans, most of which belongs to its 14 Overseas Territories (UKOTs). Containing biodiversity of global significance, and far in excess of the UK mainland’s domestic species, there has recently been a strong desire from many of the UKOTs, the UK Government, and NGOs to improve marine management in these places. Implementing evidence-based marine policy is, however, challenged by the disparate nature of scientific research in the UKOTs and knowledge gaps about the threats they face. Here, we address these issues by systematically searching for scientific literature which has examined UKOT marine biodiversity and by exploring publicly available spatial threat data. We find that UKOT marine biodiversity has received consistent, but largely low, levels of scientific interest, and there is considerable geographical and subject bias in research effort. Of particular concern is the lack of research focus on management or threats to biodiversity. The extent and intensity of threats vary amongst and within the UKOTs but unsurprisingly, climate change associated threats affect them all and direct human stressors are more prevalent in those with higher human populations. To meet global goals for effective conservation and management, there is an urgent need for additional and continued investment in research and management in the Overseas Territories, particularly those that have been of lesser focus.","Marine","University of York"
"Observations of iodine oxide in the Indian Ocean marine boundary layer : A transect from the tropics to the high latitudes.","https://eprints.whiterose.ac.uk/142552/","Mahajan, Anoop S.; Tinel, Liselotte; Hulswar, Shrivardhan","January 2019","Observations of iodine oxide (IO) were made in the Indian Ocean and the Southern Ocean marine boundary layer (MBL) during the 8th Indian Southern Ocean Expedition. IO was observed almost ubiquitously in the open ocean with larger mixing ratios south of the Polar Front (PF). Contrary to previous reports, IO was not positively correlated to sea surface temperature (SST)/salinity, or negatively to chlorophyll a. Over the whole expedition, SST showed a weak negative correlation with respect to IO while chl a was positively correlated. North of the PF, chl a showed a strong positive correlation with IO. The computed HOI and I2 fluxes do not show any significant correlation with atmospheric IO. Simulations with the global CAM-Chem model show a reasonably good agreement with observations north of the PF but the model fails to reproduce the elevated IO south of the PF indicating that the current emission parametrizations are not sufficient to explain iodine chemistry in the Southern Indian Ocean.","Marine","University of York"
"Structure and function of a glycoside hydrolase family 8 endoxylanase from Teredinibacter turnerae.","https://eprints.whiterose.ac.uk/137106/","Fowler, Claire A; Hemsworth, Glyn R; Cuskin, Fiona","July 2018","The biological conversion of lignocellulosic matter into high-value chemicals or biofuels is of increasing industrial importance as the sector slowly transitions away from nonrenewable sources. Many industrial processes involve the use of cellulolytic enzyme cocktails - a selection of glycoside hydrolases and, increasingly, polysaccharide oxygenases - to break down recalcitrant plant polysaccharides. ORFs from the genome of Teredinibacter turnerae, a symbiont hosted within the gills of marine shipworms, were identified in order to search for enzymes with desirable traits. Here, a putative T. turnerae glycoside hydrolase from family 8, hereafter referred to as TtGH8, is analysed. The enzyme is shown to be active against β-1,4-xylan and mixed-linkage (β-1,3,β-1,4) marine xylan. Kinetic parameters, obtained using high-performance anion-exchange chromatography with pulsed amperometric detection and 3,5-dinitrosalicyclic acid reducing-sugar assays, show that TtGH8 catalyses the hydrolysis of β-1,4-xylohexaose with a k cat/K m of 7.5 × 10 7  M -1  min -1 but displays maximal activity against mixed-linkage polymeric xylans, hinting at a primary role in the degradation of marine polysaccharides. The three-dimensional structure of TtGH8 was solved in uncomplexed and xylobiose-, xylotriose- and xylohexaose-bound forms at approximately 1.5 Å resolution; the latter was consistent with the greater k cat/K m for hexasaccharide substrates. A 2,5B boat conformation observed in the -1 position of bound xylotriose is consistent with the proposed conformational itinerary for this class of enzyme. This work shows TtGH8 to be effective at the degradation of xylan-based substrates, notably marine xylan, further exemplifying the potential of T. turnerae for effective and diverse biomass degradation.","Marine","University of York"
